Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P08953	Q7K105	TL	MYD88	CG5490	CG2078|DMEL_CG2078	FBGN0262473	FBGN0033402	11606776:0019:LC|11606776:0004:LC|11743586:0004:LC|11743586:0007:LC|14685264:0004:LC
P08953	Q9VYS4	TL	WISP	CG5490	CG15737	FBGN0262473	FBGN0260780	23978535:0004:LC|29317541:0004:LC
P08970	Q24478	SU(HW)	CP190	CG8573	CG6384	FBGN0003567	FBGN0000283	29021216:0004:LC|15574329:0006:LC|24502977:0004:LC|28939920:0004:LC|29474480:0018:LC|21852534:0004:LC|25242320:0004:LC|28939920:0018:LC|18082602:0018:LC|15574329:0004:LC|15574329:0018:LC|18082602:0004:LC|16862159:0004:LC|29474480:0004:LC|15574329:0019:LC|25342723:0004:LC|23917615:0004:LC|24502977:0676:LC|30718365:0004:LC
P08970	Q86B87	SU(HW)	MOD(MDG4)	CG8573	CG32491	FBGN0003567	FBGN0002781	29021216:0004:LC|11416154:0004:LC|29021216:0018:LC|23861668:0004:LC|28939920:0004:LC|23209434:0004:LC|29474480:0018:LC|18369369:0018:LC|29474480:0004:LC|18369369:0004:LC|7664338:0004:LC|22375064:0004:LC|31367815:0004:LC|31836797:0004:LC|30718365:0004:LC
P08970	Q9V474	SU(HW)	DBR	CG8573	CG11371|DMEL_CG11371	FBGN0003567	FBGN0067779	25242320:0004:LC|23917615:0004:LC
P08970	Q9VPB0	SU(HW)	HIPP1	CG8573	CG3680|DMEL_CG3680	FBGN0003567	FBGN0037027	24990964:0004:LC|25242320:0004:LC|31836797:0004:LC|31836797:0018:LC
P08985	P35875	HIS2AV	PARP	CG5499	CG40411	FBGN0001197	FBGN0010247	31028139:0004:LC|17827147:0004:LC|17827147:0096:LC
P09052	P09052	VAS	VAS	CG46283	CG46283	FBGN0283442	FBGN0283442	20123973:0006:LC
P09077	P40427	SCR	EXD	CG1030	CG8933	FBGN0003339	FBGN0000611	30802457:0096:LC|22564794:0004:LC
P09081	P25159	BCD	STAU	CG1034	CG5753	FBGN0000166	FBGN0003520	23945942:0004:LC|22481296:0004:LC
P09081	Q08473	BCD	SQD	CG1034	CG16901	FBGN0000166	FBGN0263396	23894566:0004:LC|23213441:0004:LC
P09081	Q9W1K4	BCD	EGL	CG1034	CG4051|DMEL_CG4051	FBGN0000166	FBGN0000562	27801632:0004:LC|31391195:0004:LC
P09087	P40427	ABD-B	EXD	CG10291	CG8933	FBGN0000015	FBGN0000611	23408901:0004:LC
P09208	P16621	INR	LAR	CG18402	CG10443	FBGN0283499	FBGN0000464	21931847:0096:LC|21931847:0415:LC|31784462:0004:LC
P09208	P91634	INR	PI3K92E	CG18402	CG4141|DMEL_CG4141	FBGN0283499	FBGN0015279	27626673:0004:LC|22028469:0004:LC
P09208	Q24117	INR	CTP	CG18402	CG6998	FBGN0283499	FBGN0011760	27626673:0004:LC|22028469:0004:LC
P09208	Q24322	INR	SEMA1A	CG18402	CG18405	FBGN0283499	FBGN0011259	25294943:0096:LC
P09208	Q9VPU1	INR	DOCK	CG18402	CG3727|DMEL_CG3727	FBGN0283499	FBGN0010583	12702880:0004:LC|21707536:0004:LC|12702880:0018:LC
P09208	Q9XTN2	INR	CHICO	CG18402	CG5686	FBGN0283499	FBGN0024248	27626673:0004:LC|22068330:0004:LC|26839216:0004:LC|22068330:0007:LC|10455177:0019:LC|22028469:0004:LC|17956857:0004:LC
P09615	P18537	WG	FZ	CG4889	CG17697	FBGN0284084	FBGN0001085	22203956:0004:LC|8717036:0004:LC|12205098:0004:LC
P09615	Q95ST2	WG	WLS	CG4889	CG6210	FBGN0284084	FBGN0036141	22108505:0004:LC|22285813:0004:LC
P09615	Q9VUG1	WG	DLP	CG4889	CG32146|DMEL_CG32146	FBGN0284084	FBGN0041604	19853561:0004:LC|32473955:0004:LC
P09615	Q9VVX3	WG	FZ2	CG4889	CG9739	FBGN0284084	FBGN0016797	19853561:0004:LC|22285813:0004:LC|22203956:0004:LC|16291792:0004:LC|8717036:0004:LC|12205098:0004:LC
P09615	Q9VWV9	WG	POR	CG4889	CG6205	FBGN0284084	FBGN0004957	22108505:0004:LC|11821428:0004:LC
P09615	Q9W4K0	WG	CHOP24	CG4889	CG3564|DMEL_CG3564	FBGN0284084	FBGN0029709	26002470:0004:LC|21886182:0004:LC
P09956	P09956	Z	Z	CG7803	CG7803	FBGN0004050	FBGN0004050	8491196:0096:LC|21502414:0004:LC
P09956	P39769	Z	PH-P	CG7803	CG18412	FBGN0004050	FBGN0004861	11493925:0004:LC|21502414:0004:LC
P0CG69	P91682	UBI-P63E	SMO	CG11624	CG11561	FBGN0003943	FBGN0003444	22253574:0007:LC|22253573:0007:LC|23843610:0004:LC
P0CG69	Q7YU24	UBI-P63E	MARF	CG11624	CG3869	FBGN0003943	FBGN0029870	20194754:0004:LC|20194754:0007:LC|20383334:0004:LC
P0CG69	Q960X8	UBI-P63E	HRS	CG11624	CG2903	FBGN0003943	FBGN0031450	11832215:0096:LC|24574010:0004:LC
P0CG69	Q9VXF9	UBI-P63E	RNGO	CG11624	CG4420|DMEL_CG4420	FBGN0003943	FBGN0030753	21444692:0004:LC
P10040	Q07436	CRB	EX	CG6383	CG4114	FBGN0259685	FBGN0004583	20498073:0096:LC|20498073:0004:LC|24778256:0004:LC
P10040	Q0KHR3	CRB	BAZ	CG6383	CG5055|DMEL_CG5055	FBGN0259685	FBGN0000163	17234948:0004:LC|20434988:0096:LC
P10040	Q9NB04	CRB	PATJ	CG6383	CG12021	FBGN0259685	FBGN0067864	22105348:0004:LC|15302858:0004:LC|10102271:0004:LC|11850625:0004:LC|10102271:0096:LC|10662667:0004:LC|15302858:0096:LC|12213838:0004:LC|25847234:0004:LC
P10040	Q9VFU8	CRB	YRT	CG6383	CG9764|DMEL_CG9764	FBGN0259685	FBGN0004049	16950127:0004:LC|16950127:0047:LC|30082297:0004:LC
P10084	P11420	SC	DA	CG3827	CG5102	FBGN0004170	FBGN0267821	7623836:0004:LC|1915272:0004:LC
P10084	P13097	SC	E(SPL)M7-HLH	CG3827	CG8361	FBGN0004170	FBGN0002633	15507447:0018:LC|15507447:0004:LC|25694512:0004:LC
P10084	P18491	SC	EMC	CG3827	CG1007	FBGN0004170	FBGN0000575	30995488:0018:LC|30995488:0397:LC|7821225:0004:LC|30995488:0946:LC|30995488:0096:LC
P10333	P10333	ACP26AA	ACP26AA	CG8982	CG8982	FBGN0002855	FBGN0002855	20138215:0096:LC|17130459:0004:LC|17130459:0018:LC|20138215:0018:LC
P10351	P48462	RY	FLW	CG7642	CG2096	FBGN0003308	FBGN0000711	25294943:0096:LC
P10383	P22745	OTU	BAM	CG12743	CG10422	FBGN0003023	FBGN0000158	28484036:0004:LC|30879902:0004:LC
P10627	P15330	TWI	DL	CG2956	CG6667	FBGN0003900	FBGN0260632	9154833:0004:LC|9367978:0004:LC
P10627	Q9VC03	TWI	NMNAT	CG2956	CG13645|DMEL_CG13645	FBGN0003900	FBGN0039254	25242320:0004:LC
P10987	P25439	ACT5C	BRM	CG4027	CG5942	FBGN0000042	FBGN0000212	10601025:0004:LC|27687497:0004:LC|15060132:0004:LC|9735357:0004:LC|10809665:0004:LC
P10987	Q9U1K1	ACT5C	SPIR	CG4027	CG10076	FBGN0000042	FBGN0003475	22106272:0065:LC|22106272:0096:LC|22106272:0071:LC
P11147	Q24133	HSC70-4	DNAJ-1	CG4264	CG10578	FBGN0266599	FBGN0263106	27984043:0004:LC
P11346	Q24171	RAF	KSR	CG2845	CG2899|DMEL_CG2899	FBGN0003079	FBGN0015402	19727074:0007:LC|22028469:0004:LC
P11346	Q7KNQ9	RAF	CNK	CG2845	CG6556|DMEL_CG6556	FBGN0003079	FBGN0286070	9814705:0018:LC|22028469:0004:LC|9814705:0004:LC
P11420	P13097	DA	E(SPL)M7-HLH	CG5102	CG8361	FBGN0267821	FBGN0002633	22949507:0018:LC|22949507:0004:LC|25694512:0004:LC
P11420	P48987	DA	ATO	CG5102	CG7508	FBGN0267821	FBGN0010433	15748845:0004:LC|15084454:0004:LC
P11584	Q24247	MYS	MEW	CG1560	CG1771	FBGN0004657	FBGN0004456	25294943:0007:LC|25294943:0096:LC|7972082:0004:LC
P11584	Q9VPQ2	MYS	SHV	CG1560	CG4164	FBGN0004657	FBGN0031256	27191715:0004:LC|28219985:0004:LC
P11596	P19339	TRA	SXL	CG16724	CG43770	FBGN0003741	FBGN0264270	20221253:0004:LC|30562515:0004:LC
P12370	P23647	PKA-C1	FU	CG4379	CG6551	FBGN0000273	FBGN0001079	25289679:0004:LC|30541874:0004:LC
P12370	P81900	PKA-C1	PKA-R2	CG4379	CG15862	FBGN0000273	FBGN0022382	25294943:0007:LC|25294943:0096:LC
P12370	P91682	PKA-C1	SMO	CG4379	CG11561	FBGN0000273	FBGN0003444	25289679:0004:LC|25289679:0090:LC|28588207:0004:LC|24985345:0004:LC|31636957:0004:LC
P12613	Q9VND8	CCT1	RHEB	CG5374	CG1081	FBGN0003676	FBGN0041191	30792539:0004:LC|27626673:0004:LC
P12881	Q7K148	PROSALPHA6	PROSBETA5	CG4904	CG12323|DMEL_CG12323	FBGN0250843	FBGN0029134	25294943:0007:LC|23457214:0004:LC|23738891:0004:LC
P12982	P48462	PP1-87B	FLW	CG5650	CG2096	FBGN0004103	FBGN0000711	25294943:0007:LC
P12982	Q9VEK8	PP1-87B	SDS22	CG5650	CG5851|DMEL_CG5851	FBGN0004103	FBGN0028992	19228425:0004:LC
P12982	Q9XZ34	PP1-87B	RIF1	CG5650	CG30085	FBGN0004103	FBGN0050085	29746464:0004:LC|26022086:0004:LC
P13002	Q9VB08	GRH	SCE	CG5058	CG5595	FBGN0259211	FBGN0003330	25242320:0004:LC|11865070:0004:LC
P13097	P16371	E(SPL)M7-HLH	GRO	CG8361	CG8384	FBGN0002633	FBGN0001139	16762837:0004:LC|22949507:0004:LC|8001118:0018:LC|9751710:0004:LC|8649374:0018:LC|25694512:0004:LC|8001118:0004:LC|8649374:0004:LC
P13098	P16371	E(SPL)M8-HLH	GRO	CG8365	CG8384	FBGN0000591	FBGN0001139	8001118:0018:LC|8001118:0004:LC|16762837:0004:LC|25694512:0004:LC
P13217	P19334	NORPA	TRP	CG3620	CG7875	FBGN0262738	FBGN0003861	18036153:0004:LC|9003779:0019:LC|9010208:0004:LC|10644758:0004:LC
P13217	Q24008	NORPA	INAD	CG3620	CG3504	FBGN0262738	FBGN0001263	9545241:0049:LC|9679151:0004:LC|11150331:0004:LC|30526850:0096:LC|30526850:0004:LC|30526850:0114:LC|9796815:0096:LC|9356510:0004:LC|9356510:0047:LC|9230432:0004:LC|9545241:0047:LC|9545241:0004:LC
P13368	Q08012	SEV	DRK	CG18085	CG6033	FBGN0003366	FBGN0004638	7781603:0405:LC|7781603:0019:LC|8462098:0004:LC
P13395	Q00963	ALPHA-SPEC	BETA-SPEC	CG1977	CG5870	FBGN0250789	FBGN0250788	25381248:0096:LC|7971971:0004:LC|11076973:0004:LC
P13395	Q8MSS1	ALPHA-SPEC	LVA	CG1977	CG6450	FBGN0250789	FBGN0029688	15908943:0019:LC|15908943:0029:LC|15908943:0004:LC|11076973:0004:LC
P13469	Q9V6Q2	MOD	CID	CG2050	CG13329	FBGN0002780	FBGN0040477	23562326:0004:LC|26586808:0004:LC
P13496	P37276	DCTN1-P150	DHC64C	CG9206	CG7507	FBGN0001108	FBGN0261797	15908943:0029:LC|17325206:0004:LC|16107559:0004:LC|15908943:0019:LC|15908943:0004:LC
P13496	P45889	DCTN1-P150	ARP1	CG9206	CG6174	FBGN0001108	FBGN0011745	17325206:0004:LC
P13496	Q24246	DCTN1-P150	SW	CG9206	CG18000	FBGN0001108	FBGN0003654	23918939:0004:LC|22398725:0004:LC|21931160:0096:LC|22669947:0096:LC|24244700:0004:LC
P13496	Q7K2D2	DCTN1-P150	DCTN2-P50	CG9206	CG8269	FBGN0001108	FBGN0021825	14711415:0004:LC|17325206:0004:LC
P13496	Q8MSS1	DCTN1-P150	LVA	CG9206	CG6450	FBGN0001108	FBGN0029688	15908943:0004:LC|15908943:0019:LC|15908943:0029:LC|26216903:0004:LC
P13607	Q24048	ATPALPHA	NRV2	CG5670	CG9261	FBGN0002921	FBGN0015777	25294943:0007:LC|25294943:0096:LC
P13677	P19334	INAC	TRP	CG6518	CG7875	FBGN0004784	FBGN0003861	18036153:0004:LC|9003779:0019:LC|10644758:0004:LC
P13677	Q24008	INAC	INAD	CG6518	CG3504	FBGN0004784	FBGN0001263	9679151:0004:LC|11150331:0004:LC|11342563:0004:LC|9679151:0018:LC|9679151:0019:LC|9230432:0004:LC|11342563:0096:LC|9230432:0019:LC
P13709	P26017	FS(1)H	PC	CG2252	CG7618	FBGN0004656	FBGN0003042	21415365:0004:LC|26063573:0004:LC
P14199	Q7KSF5	REF(2)P	KEAP1	CG10360	CG3962|DMEL_CG3962	FBGN0003231	FBGN0038475	23950728:0004:LC|24895579:0004:LC|25931115:0004:LC
P14199	Q9W2S2	REF(2)P	ATG8A	CG10360	CG32672|DMEL_CG32672	FBGN0003231	FBGN0052672	24895579:0004:LC|25931115:0004:LC
P14599	Q9W0K0	APPL	APLIP1	CG7727	CG1200	FBGN0000108	FBGN0040281	11912189:0096:LC|16052209:0004:LC|11912189:0004:LC|11912189:0007:LC|11912189:0019:LC|11912189:0018:LC
P14599	X2JE74	APPL	X11L	CG7727	CG5675|DMEL_CG5675	FBGN0000108	FBGN0026313	11912189:0096:LC|11912189:0007:LC|12068070:0004:LC|15976083:0006:LC|12068070:0018:LC|11912189:0018:LC|15976083:0004:LC
P14785	P23572	CYCA	CDK1	CG5940	CG5363	FBGN0000404	FBGN0004106	24214341:0004:LC|8980229:0004:LC|17431409:0004:LC|17431409:0006:LC|8156587:0004:LC
P14785	P50445	CYCA	RUX	CG5940	CG4336	FBGN0000404	FBGN0003302	11027291:0018:LC|11027291:0004:LC
P14785	Q24044	CYCA	FZY	CG5940	CG4274|DMEL_CG4274	FBGN0000404	FBGN0001086	19906849:0004:LC|24019759:0096:LC|24019759:0004:LC
P15330	P15330	DL	DL	CG6667	CG6667	FBGN0260632	FBGN0260632	20679214:0007:LC|15611340:0096:LC|1518806:0004:LC|8622655:0004:LC|8202491:0096:LC
P15330	P21520	DL	SCA	CG6667	CG17579	FBGN0260632	FBGN0003326	30482693:0004:LC|15760463:0004:LC
P15330	P22812	DL	TUB	CG6667	CG10520	FBGN0260632	FBGN0003882	9367441:0018:LC|9367441:0006:LC|19498957:0004:LC|9367441:0004:LC
P15330	P29503	DL	NEUR	CG6667	CG11988	FBGN0260632	FBGN0002932	19580805:0004:LC|18061562:0004:LC|17065551:0004:LC|22162135:0415:LC|16459303:0004:LC|23045391:0004:LC|22162135:0004:LC
P15330	Q03017	DL	CACT	CG6667	CG5848	FBGN0260632	FBGN0000250	12653959:0018:LC|10921908:0004:LC|12653959:0004:LC|1423619:0004:LC|10660560:0018:LC|23864715:0004:LC|7479760:0004:LC|9367441:0004:LC|9367441:0018:LC|7479760:0018:LC|22654665:0004:LC|7791770:0004:LC|22654665:0096:LC|8227123:0004:LC|8622655:0004:LC|9367441:0006:LC|10660560:0004:LC|30404807:0004:LC|8202491:0096:LC
P15330	Q94527	DL	REL	CG6667	CG11992	FBGN0260632	FBGN0014018	22654665:0096:LC|30735676:0004:LC|20679214:0007:LC
P15330	Q9VUX2	DL	MIB1	CG6667	CG5841	FBGN0260632	FBGN0263601	22162135:0415:LC|22162135:0004:LC|15829515:0004:LC
P15357	P55035	RPS27A	RPN10	CG5271	CG7619	FBGN0003942	FBGN0015283	24292889:0004:LC
P15357	Q8IH92	RPS27A	P53	CG5271	CG33336	FBGN0003942	FBGN0039044	17170702:0096:LC|21205821:0004:LC
P15357	Q9VXF9	RPS27A	RNGO	CG5271	CG4420|DMEL_CG4420	FBGN0003942	FBGN0030753	24292889:0004:LC
P15364	P15364	AMA	AMA	CG2198	CG2198	FBGN0000071	FBGN0000071	23827685:0004:LC|18938249:0096:LC
P15364	P23654	AMA	NRT	CG2198	CG9704	FBGN0000071	FBGN0004108	12783792:0004:LC|18938249:0004:LC|10970840:0004:LC
P16241	P24350	VVL	ACJ6	CG10037	CG9151	FBGN0086680	FBGN0000028	1673230:0004:LC|1673230:0096:LC|1346754:0096:LC
P16371	P16371	GRO	GRO	CG8384	CG8384	FBGN0001139	FBGN0001139	19036929:0004:LC|15121853:0004:LC|18034187:0004:LC|22319573:0004:LC
P16371	P22808	GRO	VND	CG8384	CG6172	FBGN0001139	FBGN0261930	17070676:0004:LC|18795949:0004:LC
P16371	Q01071	GRO	E(SPL)MDELTA-HLH	CG8384	CG8328	FBGN0001139	FBGN0002734	8001118:0018:LC|8001118:0004:LC|16762837:0004:LC
P16371	Q02308	GRO	H	CG8384	CG5460	FBGN0001139	FBGN0001169	9892668:0096:LC|21343912:0004:LC|11598015:0004:LC|17898168:0096:LC|12154126:0004:LC|8649374:0004:LC|17898168:0004:LC|10433905:0004:LC|9892668:0004:LC|16762837:0004:LC|19805071:0096:LC|9524128:0004:LC|10652276:0004:LC|16287856:0004:LC|8001118:0004:LC|17571073:0004:LC|9524128:0018:LC|15935776:0004:LC|8001118:0018:LC|16287856:0018:LC|9367988:0004:LC|21343912:0018:LC|19805071:0004:LC|8649374:0018:LC
P16371	Q7KUL4	GRO	IND	CG8384	CG11551|DMEL_CG11551	FBGN0001139	FBGN0025776	19348939:0004:LC|17900877:0004:LC
P16371	Q8IMA8	GRO	PAN	CG8384	CG34403	FBGN0001139	FBGN0085432	19036929:0004:LC|9751710:0004:LC|19460168:0096:LC|9751710:0096:LC|17113388:0004:LC
P16371	Q94517	GRO	HDAC1	CG8384	CG7471	FBGN0001139	FBGN0015805	15802274:0004:LC|10485845:0004:LC
P16371	Q95RW8	GRO	OPTIX	CG8384	CG18455	FBGN0001139	FBGN0025360	12050133:0004:LC|12050133:0019:LC|22318629:0004:LC
P16371	Q9VWX6	GRO	HIM	CG8384	CG15064|DMEL_CG15064	FBGN0001139	FBGN0030900	17702578:0004:LC|16762837:0004:LC
P16371	Q9XTN4	GRO	BRK	CG8384	CG9653|DMEL_CG9653	FBGN0001139	FBGN0024250	15121853:0004:LC|11598015:0004:LC|11598015:0018:LC|19270172:0004:LC|22319573:0004:LC
P16378	Q9VB22	GALPHAO	PINS	CG2204	CG5692|DMEL_CG5692	FBGN0001122	FBGN0040080	16617104:0004:LC|16617104:0096:LC|10753746:0004:LC|22178499:0004:LC|19570914:0018:LC|19570914:0004:LC
P16554	P16554	NUMB	NUMB	CG3779	CG3779	FBGN0002973	FBGN0002973	29467404:0114:LC|29467404:0004:LC
P16554	P91926	NUMB	AP-2ALPHA	CG3779	CG4260	FBGN0002973	FBGN0264855	12194853:0004:LC|18854163:0004:LC|22474327:0004:LC|16139215:0004:LC|23523246:0004:LC|18854163:0096:LC
P16554	Q8IMI5	NUMB	SPDO	CG3779	CG31020|DMEL_CG31020	FBGN0002973	FBGN0260440	20053677:0004:LC|22474327:0004:LC|12919675:0004:LC|16113648:0004:LC|23523246:0004:LC|16139215:0004:LC
P16554	Q9U485	NUMB	NAK	CG3779	CG10637	FBGN0002973	FBGN0015772	9418906:0004:LC|10747019:0114:LC|9846878:0096:LC|10747019:0096:LC|29467404:0004:LC|9418906:0018:LC|9418906:0096:LC
P16568	P16568	BICD	BICD	CG6605	CG6605	FBGN0000183	FBGN0000183	23723415:0096:LC|23723415:0018:LC|29944116:0096:LC|29944116:0004:LC|23723415:0114:LC
P16568	P29742	BICD	CHC	CG6605	CG9012	FBGN0000183	FBGN0000319	20111007:0018:LC|20111007:0004:LC|24718986:0004:LC|20111007:0007:LC|20111007:0006:LC
P16568	Q9VM50	BICD	RAB30	CG6605	CG9100|DMEL_CG9100	FBGN0000183	FBGN0031882	25453831:0004:LC|19001129:0004:LC
P16568	Q9W1K4	BICD	EGL	CG6605	CG4051|DMEL_CG4051	FBGN0000183	FBGN0000562	21782810:0004:LC|9042857:0004:LC|27801632:0004:LC|24718986:0004:LC|19515976:0004:LC|31391195:0004:LC|19515976:0018:LC|23723415:0004:LC|15077115:0004:LC|29944116:0096:LC|20691595:0004:LC
P16621	P16621	LAR	LAR	CG10443	CG10443	FBGN0000464	FBGN0000464	19889974:0004:LC|19889974:0007:LC
P16621	P49415	LAR	SDC	CG10443	CG10497	FBGN0000464	FBGN0010415	16213816:0004:LC|16476662:0004:LC
P16621	Q8T4F7	LAR	ENA	CG10443	CG15112	FBGN0000464	FBGN0000578	10069336:0004:LC|16476662:0004:LC|10069336:0434:LC|10069336:0415:LC|10069336:0096:LC
P16914	P16914	ELAV	ELAV	CG4262	CG4262	FBGN0260400	FBGN0260400	18203745:0004:LC|18203745:0018:LC|23019123:0004:LC|31242415:0004:LC
P16914	Q24312	ELAV	EWG	CG4262	CG3114	FBGN0260400	FBGN0005427	23019123:0004:LC|21705751:0004:LC
P17133	P43332	SNRNP-U1-70K	SNF	CG8749	CG4528	FBGN0016978	FBGN0003449	20221253:0004:LC
P17210	P17210	KHC	KHC	CG7765	CG7765	FBGN0001308	FBGN0001308	21836017:0114:LC|21836017:0096:LC
P17210	P46824	KHC	KLC	CG7765	CG5433	FBGN0001308	FBGN0010235	20547877:0028:LC|27512046:0004:LC|16717129:0004:LC|20630947:0004:LC|20547877:0096:LC|27802167:0004:LC
P17210	P49455	KHC	TM1	CG7765	CG4898	FBGN0001308	FBGN0003721	27802167:0004:LC|28028052:0004:LC|30037924:0004:LC
P17210	Q24246	KHC	SW	CG7765	CG18000	FBGN0001308	FBGN0003654	22398725:0004:LC|24244700:0004:LC
P17210	Q960V3	KHC	MILT	CG7765	CG43227	FBGN0001308	FBGN0262872	16717129:0004:LC|12495622:0004:LC|27512046:0004:LC
P17210	Q9W525	KHC	UNC-76	CG7765	CG3981|DMEL_CG3981	FBGN0001308	FBGN0040395	12925768:0004:LC|19056884:0004:LC|12925768:0018:LC|27512046:0004:LC
P17917	P34082	PCNA	FAS2	CG9193	CG3665	FBGN0005655	FBGN0000635	25294943:0096:LC
P18053	Q7K148	PROSALPHA3	PROSBETA5	CG9327	CG12323|DMEL_CG12323	FBGN0261394	FBGN0029134	25294943:0007:LC|23457214:0004:LC|23738891:0004:LC
P18168	P29503	SER	NEUR	CG6127	CG11988	FBGN0004197	FBGN0002932	23045391:0004:LC|17006545:0006:LC|17006545:0004:LC
P18171	P34082	DEC-1	FAS2	CG2175	CG3665	FBGN0000427	FBGN0000635	25294943:0007:LC|25294943:0096:LC
P18289	P21525	JRA	KAY	CG2275	CG15509	FBGN0001291	FBGN0001297	30995488:0809:LC|30995488:0397:LC|30995488:0090:LC|30995488:0018:LC|30995488:0946:LC|30995488:0096:LC
P18289	Q94517	JRA	HDAC1	CG2275	CG7471	FBGN0001291	FBGN0015805	17803358:0006:LC|17803358:0004:LC|15640802:0019:LC|15640802:0004:LC
P18431	P18824	SGG	ARM	CG2621	CG11579	FBGN0003371	FBGN0000117	30315137:0004:LC|25369031:0007:LC
P18431	P26686	SGG	B52	CG2621	CG10851	FBGN0003371	FBGN0004587	25294943:0007:LC|25294943:0096:LC
P18431	P33450	SGG	FT	CG2621	CG3352	FBGN0003371	FBGN0001075	25294943:0096:LC
P18431	P49762	SGG	DOA	CG2621	CG42320	FBGN0003371	FBGN0265998	25294943:0007:LC|25294943:0096:LC
P18431	P50536	SGG	MSL-3	CG2621	CG8631	FBGN0003371	FBGN0002775	24990964:0004:LC|25294943:0007:LC
P18431	P51123	SGG	TAF1	CG2621	CG17603	FBGN0003371	FBGN0010355	25294943:0007:LC|25294943:0096:LC
P18431	P51592	SGG	HYD	CG2621	CG9484	FBGN0003371	FBGN0002431	25294943:0096:LC|26334301:0004:LC
P18431	P83101	SGG	GSKT	CG2621	CG31003	FBGN0003371	FBGN0046332	25294943:0007:LC|25294943:0096:LC
P18431	Q07553	SGG	GYC32E	CG2621	CG33114	FBGN0003371	FBGN0010197	25294943:0007:LC|25294943:0096:LC
P18431	Q1W9P9	SGG	EC	CG2621	CG2904|DMEL_CG2904	FBGN0003371	FBGN0000542	25294943:0007:LC|25294943:0096:LC
P18431	Q24025	SGG	SOG	CG2621	CG9224	FBGN0003371	FBGN0003463	25294943:0007:LC|25294943:0096:LC
P18431	Q400N2	SGG	PLP	CG2621	CG33957|DMEL_CG33957	FBGN0003371	FBGN0086690	25294943:0007:LC|25294943:0096:LC
P18431	Q7JQ32	SGG	GYC76C	CG2621	CG42636	FBGN0003371	FBGN0266136	25294943:0007:LC
P18431	Q7K3L1	SGG	MARS	CG2621	CG17064	FBGN0003371	FBGN0033845	25294943:0096:LC
P18431	Q7KMH5	SGG	SMYD4-4	CG2621	CG8378|DMEL_CG8378	FBGN0003371	FBGN0027495	25294943:0007:LC|25294943:0096:LC
P18431	Q7KN75	SGG	DP1	CG2621	CG5170|DMEL_CG5170	FBGN0003371	FBGN0027835	25294943:0007:LC|25294943:0096:LC
P18431	Q7KT60	SGG	ANON-WO03042407.98	CG2621	CG31817|DMEL_CG31817	FBGN0003371	FBGN0028899	25294943:0007:LC|25294943:0096:LC
P18431	Q7KTW3	SGG	CG33288	CG2621	CG33288|DMEL_CG33288|HDC11342	FBGN0003371	FBGN0053288	25294943:0007:LC
P18431	Q8I8U7	SGG	NIPPED-A	CG2621	CG2905	FBGN0003371	FBGN0053554	25294943:0007:LC|25294943:0096:LC
P18431	Q8IMJ2	SGG	CG2164	CG2621	CG31029|DMEL_CG31029	FBGN0003371	FBGN0051029	25294943:0007:LC|25294943:0096:LC
P18431	Q8SY39	SGG	CG6994	CG2621	CG32344|DMEL_CG32344	FBGN0003371	FBGN0052344	25294943:0007:LC|25294943:0096:LC
P18431	Q95TN8	SGG	GWL	CG2621	CG7719|DMEL_CG7719	FBGN0003371	FBGN0260399	25294943:0007:LC|25294943:0096:LC
P18431	Q9NGC3	SGG	CENG1A	CG2621	CG31811	FBGN0003371	FBGN0028509	25294943:0007:LC|25294943:0096:LC
P18431	Q9NIV1	SGG	PEK	CG2621	CG2087	FBGN0003371	FBGN0037327	25294943:0007:LC|25294943:0096:LC
P18431	Q9V491	SGG	PLEXA	CG2621	CG11081|DMEL_CG11081	FBGN0003371	FBGN0025741	25294943:0007:LC|25294943:0096:LC
P18431	Q9V9T4	SGG	ACF	CG2621	CG1966|DMEL_CG1966	FBGN0003371	FBGN0027620	25294943:0007:LC|25294943:0096:LC
P18431	Q9VAH7	SGG	YATA	CG2621	CG1973|DMEL_CG1973	FBGN0003371	FBGN0260990	25294943:0096:LC
P18431	Q9VAV5	SGG	DHC98D	CG2621	CG1842|DMEL_CG1842	FBGN0003371	FBGN0013813	25294943:0007:LC|25294943:0096:LC
P18431	Q9VBJ2	SGG	NF1	CG2621	CG8318|DMEL_CG8318	FBGN0003371	FBGN0015269	25294943:0007:LC|25294943:0096:LC
P18431	Q9VBP3	SGG	TNKS	CG2621	CG4719	FBGN0003371	FBGN0027508	25294943:0007:LC|25294943:0096:LC
P18431	Q9VBX1	SGG	CLBN	CG2621	CG11847	FBGN0003371	FBGN0259152	25294943:0007:LC|25294943:0096:LC
P18431	Q9VC96	SGG	BRWD3	CG2621	CG31132|DMEL_CG31132	FBGN0003371	FBGN0011785	25294943:0007:LC
P18431	Q9VCD8	SGG	SMC1	CG2621	CG6057|DMEL_CG6057	FBGN0003371	FBGN0040283	25294943:0007:LC|25294943:0096:LC
P18431	Q9VCM6	SGG	DMEL\CG4393	CG2621	CG4393|DMEL_CG4393	FBGN0003371	FBGN0039075	25294943:0007:LC
P18431	Q9VEZ3	SGG	MSPS	CG2621	CG5000	FBGN0003371	FBGN0027948	25294943:0007:LC|25294943:0096:LC
